step,time_s,request_type,probability,qps,evidence_type
0,0.000,index,0.041687,5.002437,replay
0,0.000,setCurrency,0.135361,16.243297,replay
0,0.000,browseProduct,0.676804,81.216486,replay
0,0.000,addToCart,0.083374,10.004875,replay
0,0.000,viewCart,0.047081,5.649678,replay
0,0.000,checkout,0.015694,1.883226,replay
1,1.000,index,0.042877,5.145204,replay
1,1.000,setCurrency,0.137067,16.448082,replay
1,1.000,browseProduct,0.675854,81.102519,replay
1,1.000,addToCart,0.081960,9.835251,replay
1,1.000,viewCart,0.045970,5.516365,replay
1,1.000,checkout,0.016271,1.952578,replay
2,2.000,index,0.044088,5.290589,replay
2,2.000,setCurrency,0.138769,16.652277,replay
2,2.000,browseProduct,0.674775,80.973008,replay
2,2.000,addToCart,0.080549,9.665828,replay
2,2.000,viewCart,0.044934,5.392095,replay
2,2.000,checkout,0.016885,2.026203,replay
3,3.000,index,0.045322,5.438583,replay
3,3.000,setCurrency,0.140465,16.855790,replay
3,3.000,browseProduct,0.673564,80.827722,replay
3,3.000,addToCart,0.079139,9.496676,replay
3,3.000,viewCart,0.043976,5.277080,replay
3,3.000,checkout,0.017535,2.104149,replay
4,4.000,index,0.046576,5.589175,replay
4,4.000,setCurrency,0.142154,17.058524,replay
4,4.000,browseProduct,0.672220,80.666420,replay
4,4.000,addToCart,0.077732,9.327870,replay
4,4.000,viewCart,0.043096,5.171543,replay
4,4.000,checkout,0.018221,2.186468,replay
5,5.000,index,0.047853,5.742351,replay
5,5.000,setCurrency,0.143836,17.260378,replay
5,5.000,browseProduct,0.670740,80.488859,replay
5,5.000,addToCart,0.076329,9.159488,replay
5,5.000,viewCart,0.042298,5.075716,replay
5,5.000,checkout,0.018943,2.273209,replay
6,6.000,index,0.049151,5.898095,replay
6,6.000,setCurrency,0.145510,17.461246,replay
6,6.000,browseProduct,0.669123,80.294786,replay
6,6.000,addToCart,0.074930,8.991613,replay
6,6.000,viewCart,0.041582,4.989837,replay
6,6.000,checkout,0.019704,2.364423,replay
7,7.000,index,0.050470,6.056391,replay
7,7.000,setCurrency,0.147175,17.661013,replay
7,7.000,browseProduct,0.667366,80.083942,replay
7,7.000,addToCart,0.073536,8.824334,replay
7,7.000,viewCart,0.040951,4.914155,replay
7,7.000,checkout,0.020501,2.460164,replay
8,8.000,index,0.051810,6.217219,replay
8,8.000,setCurrency,0.148830,17.859561,replay
8,8.000,browseProduct,0.665467,79.856066,replay
8,8.000,addToCart,0.072148,8.657742,replay
8,8.000,viewCart,0.040408,4.848928,replay
8,8.000,checkout,0.021337,2.560483,replay
9,9.000,index,0.053171,6.380556,replay
9,9.000,setCurrency,0.150473,18.056766,replay
