policy,policy_display_name,step,time_s,evidence_type,traffic_stress,weighted_edge_distance,active_edge_count,request_mix_entropy,top3_hotspot_churn,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,latency_ms,sla_ms,sla_pressure,sla_violation_ratio
hda,HDA,11,11.000,replay,1.044282,0.046408,7,1.621436,0.000000,0.319184,0.105489,,,82.103551,135.363463,0.606541,0.000000
kubernetes-default,K8s default,12,12.000,replay,0.990899,0.053983,7,1.629364,0.000000,0.319744,0.101004,,,91.695194,135.326074,0.677587,0.000000
cga,CGA,12,12.000,replay,0.990899,0.053983,7,1.629364,0.000000,0.319744,0.101004,,,84.262162,135.326074,0.622660,0.000000
hda,HDA,12,12.000,replay,0.990899,0.053983,7,1.629364,0.000000,0.319744,0.101004,,,82.279538,135.326074,0.608009,0.000000
kubernetes-default,K8s default,13,13.000,replay,1.050646,0.053927,7,1.637767,0.000000,0.320198,0.096923,,,90.683826,135.290710,0.670289,0.000000
cga,CGA,13,13.000,replay,1.050646,0.053927,7,1.637767,0.000000,0.320198,0.096923,,,86.783473,135.290710,0.641459,0.000000
hda,HDA,13,13.000,replay,1.050646,0.053927,7,1.637767,0.000000,0.320198,0.096923,,,79.790513,135.290710,0.589771,0.000000
kubernetes-default,K8s default,14,14.000,replay,1.063197,0.008693,7,1.646649,0.000000,0.320541,0.093259,,,87.502441,135.257446,0.646933,0.000000
cga,CGA,14,14.000,replay,1.063197,0.008693,7,1.646649,0.000000,0.320541,0.093259,,,82.540580,135.257446,0.610248,0.000000
hda,HDA,14,14.000,replay,1.063197,0.008693,7,1.646649,0.000000,0.320541,0.093259,,,78.739504,135.257446,0.582145,0.000000
kubernetes-default,K8s default,15,15.000,replay,1.000772,0.061811,7,1.656016,0.000000,0.320970,0.090028,,,88.719466,135.226355,0.656081,0.000000
cga,CGA,15,15.000,replay,1.000772,0.061811,7,1.656016,0.000000,0.320970,0.090028,,,84.172773,135.226355,0.622458,0.000000
hda,HDA,15,15.000,replay,1.000772,0.061811,7,1.656016,0.000000,0.320970,0.090028,,,82.530414,135.226355,0.610313,0.000000
kubernetes-default,K8s default,16,16.000,replay,1.001037,0.003634,7,1.665870,0.000000,0.321416,0.087247,,,87.693290,135.197518,0.648631,0.000000
cga,CGA,16,16.000,replay,1.001037,0.003634,7,1.665870,0.000000,0.321416,0.087247,,,80.543925,135.197518,0.595750,0.000000
hda,HDA,16,16.000,replay,1.001037,0.003634,7,1.665870,0.000000,0.321416,0.087247,,,77.864457,135.197518,0.575931,0.000000
kubernetes-default,K8s default,17,17.000,replay,0.980795,0.023626,7,1.676214,0.000000,0.321749,0.084934,,,84.359233,135.171014,0.624093,0.000000
cga,CGA,17,17.000,replay,0.980795,0.023626,7,1.676214,0.000000,0.321749,0.084934,,,78.079590,135.171014,0.577636,0.000000
hda,HDA,17,17.000,replay,0.980795,0.023626,7,1.676214,0.000000,0.321749,0.084934,,,77.396914,135.171014,0.572585,0.000000
kubernetes-default,K8s default,18,18.000,replay,1.008132,0.023630,7,1.687050,0.000000,0.321965,0.083109,,,84.540950,135.146928,0.625548,0.000000
cga,CGA,18,18.000,replay,1.008132,0.023630,7,1.687050,0.000000,0.321965,0.083109,,,79.491151,135.146928,0.588183,0.000000
hda,HDA,18,18.000,replay,1.008132,0.023630,7,1.687050,0.000000,0.321965,0.083109,,,75.069733,135.146928,0.555468,0.000000
kubernetes-default,K8s default,19,19.000,replay,1.007043,0.004869,7,1.698376,0.000000,0.322060,0.081794,,,87.872787,135.125346,0.650306,0.000000
cga,CGA,19,19.000,replay,1.007043,0.004869,7,1.698376,0.000000,0.322060,0.081794,,,78.154711,135.125346,0.578387,0.000000
hda,HDA,19,19.000,replay,1.007043,0.004869,7,1.698376,0.000000,0.322060,0.081794,,,77.726151,135.125346,0.575215,0.000000
kubernetes-default,K8s default,20,20.000,replay,1.035818,0.024109,7,1.710190,0.000000,0.322028,0.081012,,,82.051654,135.106357,0.607312,0.000000
cga,CGA,20,20.000,replay,1.035818,0.024109,7,1.710190,0.000000,0.322028,0.081012,,,82.436254,135.106357,0.610158,0.000000
hda,HDA,20,20.000,replay,1.035818,0.024109,7,1.710190,0.000000,0.322028,0.081012,,,80.339311,135.106357,0.594638,0.000000
kubernetes-default,K8s default,21,21.000,replay,1.083009,0.039869,7,1.722490,0.000000,0.321864,0.080789,,,85.127573,135.090053,0.630154,0.000000
cga,CGA,21,21.000,replay,1.083009,0.039869,7,1.722490,0.000000,0.321864,0.080789,,,81.168471,135.090053,0.600847,0.000000
hda,HDA,21,21.000,replay,1.083009,0.039869,7,1.722490,0.000000,0.321864,0.080789,,,74.948106,135.090053,0.554801,0.000000
kubernetes-default,K8s default,22,22.000,replay,1.015993,0.065589,7,1.735270,0.000000,0.321563,0.081154,,,91.759329,135.076528,0.679314,0.000000
cga,CGA,22,22.000,replay,1.015993,0.065589,7,1.735270,0.000000,0.321563,0.081154,,,79.228127,135.076528,0.586543,0.000000
hda,HDA,22,22.000,replay,1.015993,0.065589,7,1.735270,0.000000,0.321563,0.081154,,,77.703838,135.076528,0.575258,0.000000
kubernetes-default,K8s default,23,23.000,replay,1.059487,0.037150,7,1.748523,0.000000,0.321120,0.082135,,,84.776170,135.065879,0.627665,0.000000
cga,CGA,23,23.000,replay,1.059487,0.037150,7,1.748523,0.000000,0.321120,0.082135,,,83.507433,135.065879,0.618272,0.000000
hda,HDA,23,23.000,replay,1.059487,0.037150,7,1.748523,0.000000,0.321120,0.082135,,,79.669098,135.065879,0.589854,0.000000
kubernetes-default,K8s default,24,24.000,replay,1.024033,0.037475,7,1.762242,0.000000,0.320527,0.083766,,,88.359915,135.058204,0.654236,0.000000
cga,CGA,24,24.000,replay,1.024033,0.037475,7,1.762242,0.000000,0.320527,0.083766,,,79.694726,135.058204,0.590077,0.000000
hda,HDA,24,24.000,replay,1.024033,0.037475,7,1.762242,0.000000,0.320527,0.083766,,,76.936020,135.058204,0.569651,0.000000
kubernetes-default,K8s default,25,25.000,replay,1.023457,0.022233,8,1.776415,0.000000,0.383661,0.226468,,,87.037627,135.053605,0.644467,0.000000
cga,CGA,25,25.000,replay,1.023457,0.022233,8,1.776415,0.000000,0.383661,0.226468,,,79.269431,135.053605,0.586948,0.000000
hda,HDA,25,25.000,replay,1.023457,0.022233,8,1.776415,0.000000,0.383661,0.226468,,,81.803500,135.053605,0.605711,0.000000
kubernetes-default,K8s default,26,26.000,replay,1.012655,0.015206,8,1.791032,0.000000,0.381995,0.229767,,,84.421027,135.052185,0.625099,0.000000
cga,CGA,26,26.000,replay,1.012655,0.015206,8,1.791032,0.000000,0.381995,0.229767,,,77.880734,135.052185,0.576671,0.000000
hda,HDA,26,26.000,replay,1.012655,0.015206,8,1.791032,0.000000,0.381995,0.229767,,,75.213904,135.052185,0.556925,0.000000
kubernetes-default,K8s default,27,27.000,replay,1.074335,0.053895,8,1.806079,0.000000,0.380157,0.233483,,,86.280279,135.054048,0.638857,0.000000
cga,CGA,27,27.000,replay,1.074335,0.053895,8,1.806079,0.000000,0.380157,0.233483,,,85.186315,135.054048,0.630757,0.000000
hda,HDA,27,27.000,replay,1.074335,0.053895,8,1.806079,0.000000,0.380157,0.233483,,,84.444372,135.054048,0.625264,0.000000
kubernetes-default,K8s default,28,28.000,replay,1.086735,0.007649,8,1.821541,0.000000,0.378139,0.237645,,,90.333755,135.059302,0.668845,0.000000
cga,CGA,28,28.000,replay,1.086735,0.007649,8,1.821541,0.000000,0.378139,0.237645,,,83.859625,135.059302,0.620910,0.000000
hda,HDA,28,28.000,replay,1.086735,0.007649,8,1.821541,0.000000,0.378139,0.237645,,,79.119617,135.059302,0.585814,0.000000
kubernetes-default,K8s default,29,29.000,replay,1.012138,0.072239,8,1.837402,0.000000,0.375937,0.242281,,,89.443223,135.068053,0.662209,0.000000
cga,CGA,29,29.000,replay,1.012138,0.072239,8,1.837402,0.000000,0.375937,0.242281,,,78.718506,135.068053,0.582806,0.000000
hda,HDA,29,29.000,replay,1.012138,0.072239,8,1.837402,0.000000,0.375937,0.242281,,,78.006658,135.068053,0.577536,0.000000
kubernetes-default,K8s default,30,30.000,replay,1.061234,0.057736,9,1.853643,0.000000,0.421953,0.397926,,,88.499017,135.080411,0.655158,0.000000
cga,CGA,30,30.000,replay,1.061234,0.057736,9,1.853643,0.000000,0.421953,0.397926,,,79.971449,135.080411,0.592028,0.000000
hda,HDA,30,30.000,replay,1.061234,0.057736,9,1.853643,0.000000,0.421953,0.397926,,,81.232053,135.080411,0.601361,0.000000
kubernetes-default,K8s default,31,31.000,replay,1.060629,0.009268,9,1.870245,0.000000,0.418853,0.402164,,,86.628435,135.096484,0.641234,0.000000
cga,CGA,31,31.000,replay,1.060629,0.009268,9,1.870245,0.000000,0.418853,0.402164,,,83.646416,135.096484,0.619161,0.000000
hda,HDA,31,31.000,replay,1.060629,0.009268,9,1.870245,0.000000,0.418853,0.402164,,,77.764480,135.096484,0.575622,0.000000
kubernetes-default,K8s default,32,32.000,replay,1.057490,0.011455,9,1.887187,0.000000,0.415554,0.406747,,,89.562998,135.116384,0.662858,0.000000
cga,CGA,32,32.000,replay,1.057490,0.011455,9,1.887187,0.000000,0.415554,0.406747,,,80.082853,135.116384,0.592695,0.000000
hda,HDA,32,32.000,replay,1.057490,0.011455,9,1.887187,0.000000,0.415554,0.406747,,,81.521839,135.116384,0.603345,0.000000
kubernetes-default,K8s default,33,33.000,replay,1.025878,0.033558,9,1.904445,0.000000,0.412052,0.411688,,,90.306465,135.140218,0.668243,0.000000
cga,CGA,33,33.000,replay,1.025878,0.033558,9,1.904445,0.000000,0.412052,0.411688,,,82.965759,135.140218,0.613924,0.000000
hda,HDA,33,33.000,replay,1.025878,0.033558,9,1.904445,0.000000,0.412052,0.411688,,,78.343672,135.140218,0.579721,0.000000
kubernetes-default,K8s default,34,34.000,replay,0.997508,0.031527,9,1.921996,0.000000,0.408343,0.417001,,,83.686563,135.168095,0.619130,0.000000
cga,CGA,34,34.000,replay,0.997508,0.031527,9,1.921996,0.000000,0.408343,0.417001,,,80.397249,135.168095,0.594795,0.000000
hda,HDA,34,34.000,replay,0.997508,0.031527,9,1.921996,0.000000,0.408343,0.417001,,,77.029713,135.168095,0.569881,0.000000
kubernetes-default,K8s default,35,35.000,replay,1.056137,0.067850,10,1.939813,0.000000,0.441403,0.560021,,,89.251380,135.200124,0.660143,0.000000
cga,CGA,35,35.000,replay,1.056137,0.067850,10,1.939813,0.000000,0.441403,0.560021,,,85.023837,135.200124,0.628874,0.000000
hda,HDA,35,35.000,replay,1.056137,0.067850,10,1.939813,0.000000,0.441403,0.560021,,,81.865904,135.200124,0.605516,0.000000
kubernetes-default,K8s default,36,36.000,replay,1.029894,0.028658,10,1.957869,0.000000,0.436914,0.564419,,,83.358253,135.236410,0.616389,0.000000
cga,CGA,36,36.000,replay,1.029894,0.028658,10,1.957869,0.000000,0.436914,0.564419,,,80.659801,135.236410,0.596436,0.000000
hda,HDA,36,36.000,replay,1.029894,0.028658,10,1.957869,0.000000,0.436914,0.564419,,,76.752403,135.236410,0.567542,0.000000
kubernetes-default,K8s default,37,37.000,replay,1.023170,0.016279,10,1.976135,0.000000,0.432216,0.569032,,,86.568944,135.277056,0.639938,0.000000
cga,CGA,37,37.000,replay,1.023170,0.016279,10,1.976135,0.000000,0.432216,0.569032,,,82.759785,135.277056,0.611780,0.000000
hda,HDA,37,37.000,replay,1.023170,0.016279,10,1.976135,0.000000,0.432216,0.569032,,,70.224599,135.277056,0.519117,0.000000
kubernetes-default,K8s default,38,38.000,replay,1.058062,0.045152,11,1.994581,0.000000,0.457793,0.696467,,,87.336499,135.322163,0.645397,0.000000
cga,CGA,38,38.000,replay,1.058062,0.045152,11,1.994581,0.000000,0.457793,0.696467,,,83.229648,135.322163,0.615048,0.000000
hda,HDA,38,38.000,replay,1.058062,0.045152,11,1.994581,0.000000,0.457793,0.696467,,,76.938084,135.322163,0.568555,0.000000
kubernetes-default,K8s default,39,39.000,replay,0.992452,0.079355,10,2.013174,0.000000,0.422183,0.578835,,,87.305610,135.371826,0.644932,0.000000
cga,CGA,39,39.000,replay,0.992452,0.079355,10,2.013174,0.000000,0.422183,0.578835,,,81.503610,135.371826,0.602072,0.000000
hda,HDA,39,39.000,replay,0.992452,0.079355,10,2.013174,0.000000,0.422183,0.578835,,,84.541933,135.371826,0.624516,0.000000
kubernetes-default,K8s default,40,40.000,replay,0.997786,0.027626,11,2.031881,0.000000,0.446931,0.703209,,,82.660648,135.426138,0.610374,0.000000
cga,CGA,40,40.000,replay,0.997786,0.027626,11,2.031881,0.000000,0.446931,0.703209,,,79.799210,135.426138,0.589245,0.000000
hda,HDA,40,40.000,replay,0.997786,0.027626,11,2.031881,0.000000,0.446931,0.703209,,,76.275342,135.426138,0.563225,0.000000
kubernetes-default,K8s default,41,41.000,replay,1.001462,0.012433,11,2.050668,0.000000,0.441199,0.706545,,,83.667006,135.485183,0.617536,0.000000
cga,CGA,41,41.000,replay,1.001462,0.012433,11,2.050668,0.000000,0.441199,0.706545,,,80.058761,135.485183,0.590904,0.000000
hda,HDA,41,41.000,replay,1.001462,0.012433,11,2.050668,0.000000,0.441199,0.706545,,,75.379478,135.485183,0.556367,0.000000
kubernetes-default,K8s default,42,42.000,replay,1.067349,0.059446,11,2.069497,0.000000,0.435269,0.709783,,,90.381910,135.549043,0.666784,0.000000
cga,CGA,42,42.000,replay,1.067349,0.059446,11,2.069497,0.000000,0.435269,0.709783,,,86.013798,135.549043,0.634559,0.000000
hda,HDA,42,42.000,replay,1.067349,0.059446,11,2.069497,0.000000,0.435269,0.709783,,,80.506103,135.549043,0.593926,0.000000
kubernetes-default,K8s default,43,43.000,replay,1.013383,0.052850,11,2.088330,0.000000,0.429141,0.712853,,,85.372077,135.617787,0.629505,0.000000
cga,CGA,43,43.000,replay,1.013383,0.052850,11,2.088330,0.000000,0.429141,0.712853,,,83.421064,135.617787,0.615119,0.000000
hda,HDA,43,43.000,replay,1.013383,0.052850,11,2.088330,0.000000,0.429141,0.712853,,,77.484729,135.617787,0.571346,0.000000
kubernetes-default,K8s default,44,44.000,replay,1.014422,0.014913,11,2.107129,0.000000,0.422820,0.715672,,,89.217583,135.691481,0.657503,0.000000
cga,CGA,44,44.000,replay,1.014422,0.014913,11,2.107129,0.000000,0.422820,0.715672,,,78.448518,135.691481,0.578139,0.000000
hda,HDA,44,44.000,replay,1.014422,0.014913,11,2.107129,0.000000,0.422820,0.715672,,,75.700453,135.691481,0.557887,0.000000
kubernetes-default,K8s default,45,45.000,replay,1.038096,0.020490,11,2.125851,0.000000,0.416309,0.718141,,,88.537331,135.770178,0.652112,0.000000
cga,CGA,45,45.000,replay,1.038096,0.020490,11,2.125851,0.000000,0.416309,0.718141,,,81.878043,135.770178,0.603064,0.000000
hda,HDA,45,45.000,replay,1.038096,0.020490,11,2.125851,0.000000,0.416309,0.718141,,,77.738043,135.770178,0.572571,0.000000
kubernetes-default,K8s default,46,46.000,replay,0.987686,0.050778,11,2.144455,0.000000,0.409934,0.720143,,,86.473217,135.853921,0.636516,0.000000
cga,CGA,46,46.000,replay,0.987686,0.050778,11,2.144455,0.000000,0.409934,0.720143,,,81.931225,135.853921,0.603083,0.000000
hda,HDA,46,46.000,replay,0.987686,0.050778,11,2.144455,0.000000,0.409934,0.720143,,,76.463414,135.853921,0.562836,0.000000
kubernetes-default,K8s default,47,47.000,replay,0.959006,0.031926,11,2.162898,0.000000,0.403695,0.721548,,,83.558693,135.942742,0.614661,0.000000
cga,CGA,47,47.000,replay,0.959006,0.031926,11,2.162898,0.000000,0.403695,0.721548,,,80.318252,135.942742,0.590824,0.000000
hda,HDA,47,47.000,replay,0.959006,0.031926,11,2.162898,0.000000,0.403695,0.721548,,,73.667578,135.942742,0.541902,0.000000
kubernetes-default,K8s default,48,48.000,replay,0.975540,0.015458,11,2.181134,0.000000,0.397305,0.722208,,,84.725147,136.036659,0.622811,0.000000
cga,CGA,48,48.000,replay,0.975540,0.015458,11,2.181134,0.000000,0.397305,0.722208,,,78.156255,136.036659,0.574523,0.000000
hda,HDA,48,48.000,replay,0.975540,0.015458,11,2.181134,0.000000,0.397305,0.722208,,,78.627540,136.036659,0.577988,0.000000
kubernetes-default,K8s default,49,49.000,replay,0.950671,0.029622,11,2.199117,0.000000,0.390772,0.721959,,,83.183066,136.135676,0.611031,0.000000
cga,CGA,49,49.000,replay,0.950671,0.029622,11,2.199117,0.000000,0.390772,0.721959,,,81.737346,136.135676,0.600411,0.000000
hda,HDA,49,49.000,replay,0.950671,0.029622,11,2.199117,0.000000,0.390772,0.721959,,,77.076434,136.135676,0.566174,0.000000
kubernetes-default,K8s default,50,50.000,replay,1.011880,0.058469,11,2.216802,0.000000,0.384104,0.720624,,,86.895092,136.239782,0.637810,0.000000
cga,CGA,50,50.000,replay,1.011880,0.058469,11,2.216802,0.000000,0.384104,0.720624,,,80.520813,136.239782,0.591023,0.000000
hda,HDA,50,50.000,replay,1.011880,0.058469,11,2.216802,0.000000,0.384104,0.720624,,,80.282354,136.239782,0.589272,0.000000
kubernetes-default,K8s default,51,51.000,replay,1.015160,0.016809,11,2.234140,0.000000,0.377433,0.718019,,,85.389408,136.348950,0.626256,0.000000
cga,CGA,51,51.000,replay,1.015160,0.016809,11,2.234140,0.000000,0.377433,0.718019,,,83.953947,136.348950,0.615729,0.000000
hda,HDA,51,51.000,replay,1.015160,0.016809,11,2.234140,0.000000,0.377433,0.718019,,,78.004457,136.348950,0.572094,0.000000
kubernetes-default,K8s default,52,52.000,replay,0.969321,0.047080,11,2.251086,0.000000,0.371192,0.713958,,,91.817166,136.463135,0.672835,0.000000
cga,CGA,52,52.000,replay,0.969321,0.047080,11,2.251086,0.000000,0.371192,0.713958,,,77.387419,136.463135,0.567094,0.000000
hda,HDA,52,52.000,replay,0.969321,0.047080,11,2.251086,0.000000,0.371192,0.713958,,,80.295724,136.463135,0.588406,0.000000
kubernetes-default,K8s default,53,53.000,replay,0.927465,0.045040,11,2.267590,0.000000,0.365185,0.708260,,,84.091782,136.582272,0.615686,0.000000
cga,CGA,53,53.000,replay,0.927465,0.045040,11,2.267590,0.000000,0.365185,0.708260,,,77.089206,136.582272,0.564416,0.000000
hda,HDA,53,53.000,replay,0.927465,0.045040,11,2.267590,0.000000,0.365185,0.708260,,,78.481777,136.582272,0.574612,0.000000
kubernetes-default,K8s default,54,54.000,replay,0.927686,0.018988,11,2.283606,0.000000,0.359609,0.700765,,,82.945168,136.706279,0.606740,0.000000
cga,CGA,54,54.000,replay,0.927686,0.018988,11,2.283606,0.000000,0.359609,0.700765,,,80.096353,136.706279,0.585901,0.000000
hda,HDA,54,54.000,replay,0.927686,0.018988,11,2.283606,0.000000,0.359609,0.700765,,,76.861112,136.706279,0.562235,0.000000
kubernetes-default,K8s default,55,55.000,replay,0.926249,0.019870,11,2.299088,0.000000,0.354536,0.691346,,,86.288416,136.835052,0.630602,0.000000
cga,CGA,55,55.000,replay,0.926249,0.019870,11,2.299088,0.000000,0.354536,0.691346,,,80.239162,136.835052,0.586393,0.000000
hda,HDA,55,55.000,replay,0.926249,0.019870,11,2.299088,0.000000,0.354536,0.691346,,,77.432096,136.835052,0.565879,0.000000
kubernetes-default,K8s default,56,56.000,replay,0.927074,0.019183,11,2.313989,0.000000,0.349430,0.679926,,,80.974476,136.968464,0.591191,0.000000
cga,CGA,56,56.000,replay,0.927074,0.019183,11,2.313989,0.000000,0.349430,0.679926,,,75.703681,136.968464,0.552709,0.000000
hda,HDA,56,56.000,replay,0.927074,0.019183,11,2.313989,0.000000,0.349430,0.679926,,,77.044855,136.968464,0.562501,0.000000
kubernetes-default,K8s default,57,57.000,replay,0.954928,0.027636,11,2.328267,0.000000,0.344303,0.666499,,,85.487528,137.106367,0.623512,0.000000
cga,CGA,57,57.000,replay,0.954928,0.027636,11,2.328267,0.000000,0.344303,0.666499,,,81.489525,137.106367,0.594353,0.000000
hda,HDA,57,57.000,replay,0.954928,0.027636,11,2.328267,0.000000,0.344303,0.666499,,,79.534769,137.106367,0.580095,0.000000
kubernetes-default,K8s default,58,58.000,replay,0.898992,0.059957,11,2.341879,0.000000,0.339426,0.651147,,,88.935050,137.248592,0.647985,0.000000
cga,CGA,58,58.000,replay,0.898992,0.059957,11,2.341879,0.000000,0.339426,0.651147,,,78.016303,137.248592,0.568431,0.000000
hda,HDA,58,58.000,replay,0.898992,0.059957,11,2.341879,0.000000,0.339426,0.651147,,,77.745370,137.248592,0.566457,0.000000
kubernetes-default,K8s default,59,59.000,replay,0.936708,0.089760,14,2.354786,0.500000,0.410981,0.845682,,,90.826866,137.394945,0.661064,0.000000
cga,CGA,59,59.000,replay,0.936708,0.089760,14,2.354786,0.500000,0.410981,0.845682,,,83.440457,137.394945,0.607304,0.000000
hda,HDA,59,59.000,replay,0.936708,0.089760,14,2.354786,0.500000,0.410981,0.845682,,,79.800779,137.394945,0.580813,0.000000
kubernetes-default,K8s default,60,60.000,replay,0.923421,0.022660,14,2.366951,0.000000,0.407520,0.827426,,,88.299993,137.545208,0.641971,0.000000
cga,CGA,60,60.000,replay,0.923421,0.022660,14,2.366951,0.000000,0.407520,0.827426,,,78.628572,137.545208,0.571656,0.000000
hda,HDA,60,60.000,replay,0.923421,0.022660,14,2.366951,0.000000,0.407520,0.827426,,,74.908643,137.545208,0.544611,0.000000
kubernetes-default,K8s default,61,61.000,replay,0.895836,0.030462,14,2.378343,0.000000,0.404136,0.809314,,,82.733289,137.699140,0.600826,0.000000
cga,CGA,61,61.000,replay,0.895836,0.030462,14,2.378343,0.000000,0.404136,0.809314,,,77.278837,137.699140,0.561215,0.000000
hda,HDA,61,61.000,replay,0.895836,0.030462,14,2.378343,0.000000,0.404136,0.809314,,,73.314726,137.699140,0.532427,0.000000
kubernetes-default,K8s default,62,62.000,replay,0.896006,0.019541,14,2.388933,0.000000,0.400839,0.791818,,,80.580360,137.856477,0.584524,0.000000
cga,CGA,62,62.000,replay,0.896006,0.019541,14,2.388933,0.000000,0.400839,0.791818,,,81.308780,137.856477,0.589807,0.000000
hda,HDA,62,62.000,replay,0.896006,0.019541,14,2.388933,0.000000,0.400839,0.791818,,,74.784562,137.856477,0.542481,0.000000
kubernetes-default,K8s default,63,63.000,replay,0.934545,0.041343,14,2.398694,0.000000,0.397872,0.775438,,,81.967566,138.016934,0.593895,0.000000
