step,time_s,source,destination,weight
0,0.0,cartservice,redis-cart,15.078893
0,0.0,frontend,adservice,28.798931
0,0.0,frontend,cartservice,15.320820
0,0.0,frontend,currencyservice,59.596438
0,0.0,frontend,productcatalogservice,85.849594
0,0.0,frontend,recommendationservice,47.691038
0,0.0,recommendationservice,productcatalogservice,63.588051
1,1.0,cartservice,redis-cart,14.871853
1,1.0,frontend,adservice,28.811627
1,1.0,frontend,cartservice,15.036758
1,1.0,frontend,currencyservice,59.773650
1,1.0,frontend,productcatalogservice,85.812372
1,1.0,frontend,recommendationservice,47.663472
1,1.0,recommendationservice,productcatalogservice,63.551296
2,2.0,cartservice,redis-cart,14.675421
2,2.0,frontend,adservice,28.819255
2,2.0,frontend,cartservice,14.761148
2,2.0,frontend,currencyservice,59.947154
2,2.0,frontend,productcatalogservice,85.760408
2,2.0,frontend,recommendationservice,47.626271
2,2.0,recommendationservice,productcatalogservice,63.501695
3,3.0,cartservice,redis-cart,14.410738
3,3.0,frontend,adservice,28.664237
3,3.0,frontend,cartservice,14.415100
3,3.0,frontend,currencyservice,59.788344
3,3.0,frontend,productcatalogservice,85.225232
3,3.0,frontend,recommendationservice,47.319302
3,3.0,recommendationservice,productcatalogservice,63.092403
4,4.0,cartservice,redis-cart,14.781054
4,4.0,frontend,adservice,29.755827
4,4.0,frontend,cartservice,14.699357
4,4.0,frontend,currencyservice,62.242314
4,4.0,frontend,productcatalogservice,88.394516
4,4.0,frontend,recommendationservice,49.067276
4,4.0,recommendationservice,productcatalogservice,65.423034
5,5.0,cartservice,redis-cart,13.659350
5,5.0,frontend,adservice,27.805891
5,5.0,frontend,cartservice,13.500284
5,5.0,frontend,currencyservice,58.335929
5,5.0,frontend,productcatalogservice,82.531054
5,5.0,frontend,recommendationservice,45.800078
5,5.0,recommendationservice,productcatalogservice,61.066771
6,6.0,cartservice,redis-cart,13.797563
6,6.0,frontend,adservice,28.376162
6,6.0,frontend,cartservice,13.548567
6,6.0,frontend,currencyservice,59.715552
6,6.0,frontend,productcatalogservice,84.151788
6,6.0,frontend,recommendationservice,46.685255
6,6.0,recommendationservice,productcatalogservice,62.247006
7,7.0,cartservice,redis-cart,14.148017
7,7.0,frontend,adservice,29.367823
7,7.0,frontend,cartservice,13.798237
7,7.0,frontend,currencyservice,61.999736
7,7.0,frontend,productcatalogservice,87.018670
7,7.0,frontend,recommendationservice,48.259333
7,7.0,recommendationservice,productcatalogservice,64.345777
8,8.0,cartservice,redis-cart,13.451341
8,8.0,frontend,adservice,28.152874
8,8.0,frontend,cartservice,13.025407
8,8.0,frontend,currencyservice,59.631512
8,8.0,frontend,productcatalogservice,83.348222
8,8.0,frontend,recommendationservice,46.206405
8,8.0,recommendationservice,productcatalogservice,61.608540
9,9.0,cartservice,redis-cart,14.053989
9,9.0,frontend,adservice,29.625738
9,9.0,frontend,cartservice,13.507865
9,9.0,frontend,currencyservice,62.966417
9,9.0,frontend,productcatalogservice,87.635018
9,9.0,frontend,recommendationservice,48.562889
9,9.0,recommendationservice,productcatalogservice,64.750518
10,10.0,cartservice,redis-cart,13.615365
10,10.0,frontend,adservice,28.874733
10,10.0,frontend,cartservice,12.985114
10,10.0,frontend,currencyservice,61.588166
10,10.0,frontend,productcatalogservice,85.342126
10,10.0,frontend,recommendationservice,47.271000
10,10.0,recommendationservice,productcatalogservice,63.028000
11,11.0,cartservice,redis-cart,14.219161
11,11.0,frontend,adservice,30.301476
11,11.0,frontend,cartservice,13.452207
11,11.0,frontend,currencyservice,64.868885
11,11.0,frontend,productcatalogservice,89.484620
11,11.0,frontend,recommendationservice,49.541279
11,11.0,recommendationservice,productcatalogservice,66.055038
12,12.0,cartservice,redis-cart,13.411321
12,12.0,frontend,adservice,28.682699
12,12.0,frontend,cartservice,12.582739
12,12.0,frontend,currencyservice,61.636933
12,12.0,frontend,productcatalogservice,84.634224
12,12.0,frontend,recommendationservice,46.831138
12,12.0,recommendationservice,productcatalogservice,62.441517
13,13.0,cartservice,redis-cart,14.150075
13,13.0,frontend,adservice,30.331885
13,13.0,frontend,cartservice,13.162438
13,13.0,frontend,currencyservice,65.437241
13,13.0,frontend,productcatalogservice,89.427106
13,13.0,frontend,recommendationservice,49.454926
13,13.0,recommendationservice,productcatalogservice,65.939901
14,14.0,cartservice,redis-cart,14.264998
14,14.0,frontend,adservice,30.606576
14,14.0,frontend,cartservice,13.152962
14,14.0,frontend,currencyservice,66.298296
14,14.0,frontend,productcatalogservice,90.163511
14,14.0,frontend,recommendationservice,49.831507
14,14.0,recommendationservice,productcatalogservice,66.442010
15,15.0,cartservice,redis-cart,13.392560
15,15.0,frontend,adservice,28.720813
15,15.0,frontend,cartservice,12.237769
15,15.0,frontend,currencyservice,62.474839
15,15.0,frontend,productcatalogservice,84.539901
