step,time_s,evidence_type,gda_query_latency_ms,gda_build_time_ms,gda_total_time_ms,gda_nodes,gda_edges,gda_query_count
0,0.000,replay,0.000000,0.014437,0.014437,7,7,0
1,1.000,replay,0.000000,0.010790,0.010790,7,7,0
2,2.000,replay,0.000000,0.013726,0.013726,7,7,0
3,3.000,replay,0.000000,0.009267,0.009267,7,7,0
4,4.000,replay,0.000000,0.009077,0.009077,7,7,0
5,5.000,replay,0.000000,0.008887,0.008887,7,7,0
6,6.000,replay,0.000000,0.008897,0.008897,7,7,0
7,7.000,replay,0.000000,0.008687,0.008687,7,7,0
8,8.000,replay,0.000000,0.009227,0.009227,7,7,0
9,9.000,replay,0.000000,0.012042,0.012042,7,7,0
10,10.000,replay,0.000000,0.008546,0.008546,7,7,0
11,11.000,replay,0.000000,0.008576,0.008576,7,7,0
12,12.000,replay,0.000000,0.009698,0.009698,7,7,0
13,13.000,replay,0.000000,0.008807,0.008807,7,7,0
14,14.000,replay,0.000000,0.008556,0.008556,7,7,0
15,15.000,replay,0.000000,0.011532,0.011532,7,7,0
16,16.000,replay,0.000000,0.008356,0.008356,7,7,0
17,17.000,replay,0.000000,0.008716,0.008716,7,7,0
18,18.000,replay,0.000000,0.008196,0.008196,7,7,0
19,19.000,replay,0.000000,0.011331,0.011331,7,7,0
20,20.000,replay,0.000000,0.008035,0.008035,7,7,0
21,21.000,replay,0.000000,0.008376,0.008376,7,7,0
22,22.000,replay,0.000000,0.013215,0.013215,7,7,0
23,23.000,replay,0.000000,0.008646,0.008646,7,7,0
24,24.000,replay,0.000000,0.008347,0.008347,7,7,0
25,25.000,replay,0.000000,0.008565,0.008565,8,8,0
26,26.000,replay,0.000000,0.008206,0.008206,8,8,0
27,27.000,replay,0.000000,0.008396,0.008396,8,8,0
28,28.000,replay,0.000000,0.008456,0.008456,8,8,0
29,29.000,replay,0.000000,0.029886,0.029886,8,8,0
30,30.000,replay,0.000000,0.011572,0.011572,8,9,0
31,31.000,replay,0.000000,0.008045,0.008045,8,9,0
32,32.000,replay,0.000000,0.008465,0.008465,8,9,0
33,33.000,replay,0.000000,0.008105,0.008105,8,9,0
34,34.000,replay,0.000000,0.008316,0.008316,8,9,0
