policy,policy_display_name,step,time_s,evidence_type,traffic_stress,weighted_edge_distance,active_edge_count,request_mix_entropy,top3_hotspot_churn,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,latency_ms,sla_ms,sla_pressure,sla_violation_ratio
kubernetes-default,K8s default,0,0.000,replay,0.978681,0.000000,7,1.383511,0.000000,0.388873,1.073814,,,66.603382,111.526316,0.597199,0.000000
cga,CGA,0,0.000,replay,0.978681,0.000000,7,1.383511,0.000000,0.388873,1.073814,,,61.654079,111.526316,0.552821,0.000000
hda,HDA,0,0.000,replay,0.978681,0.000000,7,1.383511,0.000000,0.388873,1.073814,,,53.075675,111.526316,0.475903,0.000000
kubernetes-default,K8s default,1,1.000,replay,0.976378,0.002354,7,1.383511,0.000000,0.388873,1.073814,,,65.694165,111.526316,0.589046,0.000000
cga,CGA,1,1.000,replay,0.976378,0.002354,7,1.383511,0.000000,0.388873,1.073814,,,56.046654,111.526316,0.502542,0.000000
hda,HDA,1,1.000,replay,0.976378,0.002354,7,1.383511,0.000000,0.388873,1.073814,,,53.651843,111.526316,0.481069,0.000000
kubernetes-default,K8s default,2,2.000,replay,0.974189,0.002242,7,1.383511,0.000000,0.388873,1.073814,,,64.628584,111.526316,0.579492,0.000000
cga,CGA,2,2.000,replay,0.974189,0.002242,7,1.383511,0.000000,0.388873,1.073814,,,61.043157,111.526316,0.547343,0.000000
hda,HDA,2,2.000,replay,0.974189,0.002242,7,1.383511,0.000000,0.388873,1.073814,,,57.368080,111.526316,0.514391,0.000000
kubernetes-default,K8s default,3,3.000,replay,0.966759,0.007627,7,1.383511,0.000000,0.388873,1.073814,,,64.815028,111.526316,0.581164,0.000000
cga,CGA,3,3.000,replay,0.966759,0.007627,7,1.383511,0.000000,0.388873,1.073814,,,57.648723,111.526316,0.516907,0.000000
hda,HDA,3,3.000,replay,0.966759,0.007627,7,1.383511,0.000000,0.388873,1.073814,,,53.718822,111.526316,0.481669,0.000000
kubernetes-default,K8s default,4,4.000,replay,1.002093,0.035261,7,1.383511,0.000000,0.388873,1.073814,,,64.718069,111.526316,0.580294,0.000000
