step,time_s,source,destination,weight
0,0.0,cartservice,redis-cart,9.642587
0,0.0,frontend,adservice,23.302919
0,0.0,frontend,cartservice,9.271718
0,0.0,frontend,currencyservice,40.702844
0,0.0,frontend,productcatalogservice,62.058702
0,0.0,frontend,recommendationservice,11.126062
0,0.0,recommendationservice,productcatalogservice,14.834750
1,1.0,cartservice,redis-cart,9.619893
1,1.0,frontend,adservice,23.248074
1,1.0,frontend,cartservice,9.249897
1,1.0,frontend,currencyservice,40.607047
1,1.0,frontend,productcatalogservice,61.912643
1,1.0,frontend,recommendationservice,11.099876
1,1.0,recommendationservice,productcatalogservice,14.799835
2,2.0,cartservice,redis-cart,9.598326
2,2.0,frontend,adservice,23.195954
2,2.0,frontend,cartservice,9.229160
2,2.0,frontend,currencyservice,40.516010
2,2.0,frontend,productcatalogservice,61.773841
2,2.0,frontend,recommendationservice,11.074991
2,2.0,recommendationservice,productcatalogservice,14.766655
3,3.0,cartservice,redis-cart,9.525116
3,3.0,frontend,adservice,23.019029
3,3.0,frontend,cartservice,9.158765
3,3.0,frontend,currencyservice,40.206979
3,3.0,frontend,productcatalogservice,61.302667
3,3.0,frontend,recommendationservice,10.990518
3,3.0,recommendationservice,productcatalogservice,14.654024
4,4.0,cartservice,redis-cart,9.873258
4,4.0,frontend,adservice,23.860373
4,4.0,frontend,cartservice,9.493517
4,4.0,frontend,currencyservice,41.676541
4,4.0,frontend,productcatalogservice,63.543275
4,4.0,frontend,recommendationservice,11.392221
4,4.0,recommendationservice,productcatalogservice,15.189628
5,5.0,cartservice,redis-cart,9.203159
5,5.0,frontend,adservice,22.240966
5,5.0,frontend,cartservice,8.849191
5,5.0,frontend,currencyservice,38.847948
5,5.0,frontend,productcatalogservice,59.230584
5,5.0,frontend,recommendationservice,10.619029
5,5.0,recommendationservice,productcatalogservice,14.158705
6,6.0,cartservice,redis-cart,9.382578
6,6.0,frontend,adservice,22.674564
6,6.0,frontend,cartservice,9.021710
6,6.0,frontend,currencyservice,39.605306
6,6.0,frontend,productcatalogservice,60.385310
6,6.0,frontend,recommendationservice,10.826052
6,6.0,recommendationservice,productcatalogservice,14.434736
7,7.0,cartservice,redis-cart,9.707705
7,7.0,frontend,adservice,23.460287
7,7.0,frontend,cartservice,9.334332
7,7.0,frontend,currencyservice,40.977717
7,7.0,frontend,productcatalogservice,62.477794
7,7.0,frontend,recommendationservice,11.201198
7,7.0,recommendationservice,productcatalogservice,14.934931
8,8.0,cartservice,redis-cart,9.292481
8,8.0,frontend,adservice,22.456828
8,8.0,frontend,cartservice,8.935078
8,8.0,frontend,currencyservice,39.224991
8,8.0,frontend,productcatalogservice,59.805453
8,8.0,frontend,recommendationservice,10.722093
8,8.0,recommendationservice,productcatalogservice,14.296124
9,9.0,cartservice,redis-cart,9.787990
9,9.0,frontend,adservice,23.654310
9,9.0,frontend,cartservice,9.411529
9,9.0,frontend,currencyservice,41.316612
9,9.0,frontend,productcatalogservice,62.994501
9,9.0,frontend,recommendationservice,11.293835
9,9.0,recommendationservice,productcatalogservice,15.058446
10,10.0,cartservice,redis-cart,9.535520
10,10.0,frontend,adservice,23.044172
10,10.0,frontend,cartservice,9.168769
10,10.0,frontend,currencyservice,40.250895
10,10.0,frontend,productcatalogservice,61.369626
10,10.0,frontend,recommendationservice,11.002523
10,10.0,recommendationservice,productcatalogservice,14.670030
11,11.0,cartservice,redis-cart,10.025018
11,11.0,frontend,adservice,24.227126
11,11.0,frontend,cartservice,9.639440
11,11.0,frontend,currencyservice,42.317142
11,11.0,frontend,productcatalogservice,64.519985
11,11.0,frontend,recommendationservice,11.567328
11,11.0,recommendationservice,productcatalogservice,15.423104
12,12.0,cartservice,redis-cart,9.483928
12,12.0,frontend,adservice,22.919492
12,12.0,frontend,cartservice,9.119161
12,12.0,frontend,currencyservice,40.033119
12,12.0,frontend,productcatalogservice,61.037587
12,12.0,frontend,recommendationservice,10.942994
12,12.0,recommendationservice,productcatalogservice,14.590658
13,13.0,cartservice,redis-cart,10.059094
13,13.0,frontend,adservice,24.309478
13,13.0,frontend,cartservice,9.672206
