step,time_s,evidence_type,gda_query_latency_ms,gda_build_time_ms,gda_total_time_ms,gda_nodes,gda_edges,gda_query_count
0,0.000,replay,0.000000,0.014357,0.014357,7,7,0
1,1.000,replay,0.000000,0.010430,0.010430,7,7,0
2,2.000,replay,0.000000,0.013505,0.013505,7,7,0
3,3.000,replay,0.000000,0.008736,0.008736,7,7,0
4,4.000,replay,0.000000,0.009127,0.009127,7,7,0
5,5.000,replay,0.000000,0.012914,0.012914,7,7,0
6,6.000,replay,0.000000,0.009167,0.009167,7,7,0
7,7.000,replay,0.000000,0.013096,0.013096,7,7,0
8,8.000,replay,0.000000,0.013325,0.013325,7,7,0
9,9.000,replay,0.000000,0.013285,0.013285,7,7,0
10,10.000,replay,0.000000,0.009649,0.009649,7,7,0
11,11.000,replay,0.000000,0.009889,0.009889,7,7,0
12,12.000,replay,0.000000,0.008756,0.008756,7,7,0
13,13.000,replay,0.000000,0.009218,0.009218,7,7,0
14,14.000,replay,0.000000,0.022352,0.022352,7,7,0
15,15.000,replay,0.000000,0.008576,0.008576,7,7,0
16,16.000,replay,0.000000,0.008796,0.008796,7,7,0
17,17.000,replay,0.000000,0.009047,0.009047,7,7,0
18,18.000,replay,0.000000,0.009628,0.009628,7,7,0
19,19.000,replay,0.000000,0.008726,0.008726,7,7,0
20,20.000,replay,0.000000,0.011671,0.011671,7,7,0
21,21.000,replay,0.000000,0.012244,0.012244,7,7,0
22,22.000,replay,0.000000,0.008936,0.008936,7,7,0
23,23.000,replay,0.000000,0.008928,0.008928,7,7,0
24,24.000,replay,0.000000,0.008597,0.008597,7,7,0
25,25.000,replay,0.000000,0.008486,0.008486,7,7,0
26,26.000,replay,0.000000,0.008626,0.008626,7,7,0
27,27.000,replay,0.000000,0.012593,0.012593,7,7,0
28,28.000,replay,0.000000,0.008706,0.008706,7,7,0
29,29.000,replay,0.000000,0.008316,0.008316,7,7,0
30,30.000,replay,0.000000,0.008366,0.008366,7,7,0
31,31.000,replay,0.000000,0.009068,0.009068,7,7,0
32,32.000,replay,0.000000,0.008677,0.008677,7,7,0
33,33.000,replay,0.000000,0.008796,0.008796,7,7,0
34,34.000,replay,0.000000,0.012002,0.012002,7,7,0
35,35.000,replay,0.000000,0.008295,0.008295,7,7,0
36,36.000,replay,0.000000,0.009177,0.009177,7,7,0
37,37.000,replay,0.000000,0.011602,0.011602,7,7,0
38,38.000,replay,0.000000,0.008485,0.008485,7,7,0
39,39.000,replay,0.000000,0.013176,0.013176,7,7,0
40,40.000,replay,0.000000,0.014678,0.014678,7,7,0
41,41.000,replay,0.000000,0.008716,0.008716,7,7,0
42,42.000,replay,0.000000,0.013415,0.013415,7,7,0
43,43.000,replay,0.000000,0.008997,0.008997,7,7,0
44,44.000,replay,0.000000,0.009339,0.009339,7,7,0
45,45.000,replay,0.000000,0.008186,0.008186,7,7,0
46,46.000,replay,0.000000,0.011551,0.011551,7,7,0
47,47.000,replay,0.000000,0.011542,0.011542,7,7,0
48,48.000,replay,0.000000,0.008546,0.008546,7,7,0
49,49.000,replay,0.000000,0.008346,0.008346,7,7,0
50,50.000,replay,0.000000,0.010279,0.010279,7,7,0
51,51.000,replay,0.000000,0.009198,0.009198,7,7,0
52,52.000,replay,0.000000,0.009157,0.009157,7,7,0
53,53.000,replay,0.000000,0.008916,0.008916,7,7,0
54,54.000,replay,0.000000,0.012544,0.012544,7,7,0
55,55.000,replay,0.000000,0.014427,0.014427,7,7,0
56,56.000,replay,0.000000,0.009668,0.009668,7,7,0
57,57.000,replay,0.000000,0.013135,0.013135,7,7,0
58,58.000,replay,0.000000,0.008456,0.008456,7,7,0
59,59.000,replay,0.000000,0.008316,0.008316,7,7,0
