run_id,experiment_type,policy,metric,value,unit,source_file,source_column,status,notes
continuous-callgraph-20260521T111256Z,continuous_callgraph,workload-mixer,latency_p50_ms,88.0885465,ms,raw/request_mix_timeseries.csv,latency_ms,measured,
continuous-callgraph-20260521T111256Z,continuous_callgraph,workload-mixer,latency_p95_ms,98.07873555,ms,raw/request_mix_timeseries.csv,latency_ms,measured,
continuous-callgraph-20260521T111256Z,continuous_callgraph,workload-mixer,latency_p99_ms,100.27527752,ms,raw/request_mix_timeseries.csv,latency_ms,measured,
continuous-callgraph-20260521T111256Z,continuous_callgraph,workload-mixer,throughput_rps,90.0,requests/s,raw/request_mix_timeseries.csv,qps_*,measured,configured aggregate request rate
continuous-callgraph-20260521T111256Z,continuous_callgraph,workload-mixer,sla_violations,,count,,,unavailable,metric not emitted by this run type
continuous-callgraph-20260521T111256Z,continuous_callgraph,workload-mixer,sla_violation_rate,0.0,ratio,raw/request_mix_timeseries.csv,sla_violation_ratio,measured,
continuous-callgraph-20260521T111256Z,continuous_callgraph,workload-mixer,scheduler_decision_time_ms,,ms,,,unavailable,metric not emitted by this run type
continuous-callgraph-20260521T111256Z,continuous_callgraph,workload-mixer,gda_build_time_ms,,ms,,,unavailable,metric not emitted by this run type
continuous-callgraph-20260521T111256Z,continuous_callgraph,workload-mixer,ndm_injection_time_ms,,ms,,,unavailable,metric not emitted by this run type
continuous-callgraph-20260521T111256Z,continuous_callgraph,workload-mixer,cpu_overhead_pct,,percent,,,unavailable,metric not emitted by this run type
continuous-callgraph-20260521T111256Z,continuous_callgraph,workload-mixer,memory_overhead_mb,,MiB,,,unavailable,metric not emitted by this run type
continuous-callgraph-20260521T111256Z,continuous_callgraph,workload-mixer,migration_count,,count,,,unavailable,metric not emitted by this run type
continuous-callgraph-20260521T111256Z,continuous_callgraph,workload-mixer,network_target_vs_measured_error,,unitless,,,unavailable,metric not emitted by this run type
continuous-callgraph-20260521T111256Z,continuous_callgraph,workload-mixer,placement_cost_reduction_pct,,percent,,,unavailable,metric not emitted by this run type
