metric,value
mean_edge_jaccard_distance,0.00000000
mean_weighted_edge_distance,0.07638538
mean_hot_edge_rank_correlation,0.98604445
mean_graph_change_rate_per_s,0.01527710
latency_sla_violation_correlation,0.00000000
traffic_stress_latency_correlation,0.60118008
