LAST SEEN   TYPE      REASON              OBJECT                                        MESSAGE
113s        Normal    Scheduled           pod/currencyservice-589c4c4ff9-qbhkg          Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/currencyservice-589c4c4ff9-qbhkg to emu-worker-4
112s        Normal    Scheduled           pod/checkoutservice-d7658cddf-vvjxz           Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/checkoutservice-d7658cddf-vvjxz to emu-worker-8
112s        Normal    Scheduled           pod/productcatalogservice-55d59f965c-kfjt5    Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/productcatalogservice-55d59f965c-kfjt5 to emu-worker-1
106s        Normal    Scheduled           pod/emailservice-6fcfd945cb-sg7fb             Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/emailservice-6fcfd945cb-sg7fb to emu-worker-1
110s        Normal    Scheduled           pod/redis-cart-788fbddc7-drqs7                Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/redis-cart-788fbddc7-drqs7 to emu-worker-4
110s        Normal    Scheduled           pod/emailservice-55fdf9bbb9-hm79n             Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/emailservice-55fdf9bbb9-hm79n to emu-worker-2
105s        Normal    Scheduled           pod/paymentservice-6f8b766fdd-zh9n5           Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/paymentservice-6f8b766fdd-zh9n5 to emu-worker-3
109s        Normal    Scheduled           pod/frontend-7b76f78b44-8f6vd                 Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/frontend-7b76f78b44-8f6vd to emu-worker-8
109s        Normal    Scheduled           pod/recommendationservice-6cfcf6b4c7-dpfvd    Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/recommendationservice-6cfcf6b4c7-dpfvd to emu-worker-3
105s        Normal    Scheduled           pod/shippingservice-9647fdd5b-jp25c           Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/shippingservice-9647fdd5b-jp25c to emu-worker-8
106s        Normal    Scheduled           pod/currencyservice-86995867f4-lhbmt          Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/currencyservice-86995867f4-lhbmt to emu-worker-6
105s        Normal    Scheduled           pod/redis-cart-7bb757cc48-vtcfq               Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/redis-cart-7bb757cc48-vtcfq to emu-worker-4
109s        Normal    Scheduled           pod/adservice-d9657db5c-t4tjk                 Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/adservice-d9657db5c-t4tjk to emu-worker-2
104s        Normal    Scheduled           pod/loadgenerator-8499c8dcc5-zp7hp            Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/loadgenerator-8499c8dcc5-zp7hp to emu-worker-1
106s        Normal    Scheduled           pod/loadgenerator-59d9886f77-g4wq5            Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/loadgenerator-59d9886f77-g4wq5 to emu-worker-10
105s        Normal    Scheduled           pod/recommendationservice-5ff9ff95dd-qkdpj    Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/recommendationservice-5ff9ff95dd-qkdpj to emu-worker-9
106s        Normal    Scheduled           pod/frontend-5cd7595769-xgffb                 Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/frontend-5cd7595769-xgffb to emu-worker-8
106s        Normal    Scheduled           pod/cartservice-68fbdf6d55-6hskz              Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/cartservice-68fbdf6d55-6hskz to emu-worker-4
105s        Normal    Scheduled           pod/productcatalogservice-59b4cb68bd-skg5w    Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/productcatalogservice-59b4cb68bd-skg5w to emu-worker-6
106s        Normal    Scheduled           pod/checkoutservice-5b8f7db9c6-km24k          Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/checkoutservice-5b8f7db9c6-km24k to emu-worker-7
110s        Normal    Scheduled           pod/cartservice-8868cc78-lrdf7                Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/cartservice-8868cc78-lrdf7 to emu-worker-6
113s        Normal    Scheduled           pod/loadgenerator-5f47d56dcb-ncjqs            Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/loadgenerator-5f47d56dcb-ncjqs to emu-worker-10
106s        Normal    Scheduled           pod/adservice-58f45cd888-wqzlh                Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/adservice-58f45cd888-wqzlh to emu-worker-9
