LAST SEEN   TYPE      REASON              OBJECT                                        MESSAGE
38s         Normal    Scheduled           pod/adservice-d9657db5c-t4tjk                 Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/adservice-d9657db5c-t4tjk to emu-worker-2
39s         Normal    Scheduled           pod/redis-cart-788fbddc7-drqs7                Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/redis-cart-788fbddc7-drqs7 to emu-worker-4
38s         Normal    Scheduled           pod/recommendationservice-6cfcf6b4c7-dpfvd    Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/recommendationservice-6cfcf6b4c7-dpfvd to emu-worker-3
33s         Normal    Scheduled           pod/loadgenerator-8499c8dcc5-zp7hp            Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/loadgenerator-8499c8dcc5-zp7hp to emu-worker-1
35s         Normal    Scheduled           pod/paymentservice-6f8b766fdd-zh9n5           Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/paymentservice-6f8b766fdd-zh9n5 to emu-worker-3
35s         Normal    Scheduled           pod/checkoutservice-5b8f7db9c6-km24k          Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/checkoutservice-5b8f7db9c6-km24k to emu-worker-7
34s         Normal    Scheduled           pod/recommendationservice-5ff9ff95dd-qkdpj    Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/recommendationservice-5ff9ff95dd-qkdpj to emu-worker-9
42s         Normal    Scheduled           pod/loadgenerator-5f47d56dcb-ncjqs            Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/loadgenerator-5f47d56dcb-ncjqs to emu-worker-10
39s         Normal    Scheduled           pod/paymentservice-b4cbf695c-fgk96            Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/paymentservice-b4cbf695c-fgk96 to emu-worker-1
35s         Normal    Scheduled           pod/loadgenerator-59d9886f77-g4wq5            Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/loadgenerator-59d9886f77-g4wq5 to emu-worker-10
41s         Normal    Scheduled           pod/checkoutservice-d7658cddf-vvjxz           Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/checkoutservice-d7658cddf-vvjxz to emu-worker-8
41s         Normal    Scheduled           pod/shippingservice-595f778b5c-mcbsq          Successfully assigned gda-real-online-boutique-scale45-20260616t023627z/shippingservice-595f778b5c-mcbsq to emu-worker-3
