step,time_s,p_single_expert,p_multi_expert_top2,p_multi_expert_top4,p_cache_hit,p_cache_miss,p_payload_small,p_payload_large,p_batch_small,p_batch_large,qps_single_expert,qps_multi_expert_top2,qps_multi_expert_top4,qps_cache_hit,qps_cache_miss,qps_payload_small,qps_payload_large,qps_batch_small,qps_batch_large,traffic_stress,edge_jaccard_distance,weighted_edge_distance,hot_edge_rank_correlation,graph_change_rate_per_s,request_mix_entropy,top3_hotspot_churn,active_edge_count,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,latency_ms,sla_ms,sla_pressure,sla_violation_ratio
14,1.400,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,1.000983,0.000000,0.014637,1.000000,0.14636825,1.827785,0.000000,10,0.372545,0.421327,,,52.226391,100.805556,0.518090,0.000000
15,1.500,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,0.981334,0.100000,0.568439,0.321212,5.68439087,1.827785,0.800000,9,0.292442,-0.562739,,,116.367421,146.305556,0.795373,0.000000
16,1.600,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,1.024260,0.000000,0.041909,1.000000,0.41908773,1.827785,0.000000,9,0.292442,-0.562739,,,100.281825,146.305556,0.685427,0.000000
17,1.700,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,1.022211,0.000000,0.002000,1.000000,0.02000202,1.827785,0.000000,9,0.292442,-0.562739,,,95.031549,146.305556,0.649542,0.000000
18,1.800,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,0.953069,0.000000,0.067639,1.000000,0.67639124,1.827785,0.000000,9,0.292442,-0.562739,,,95.129156,146.305556,0.650209,0.000000
19,1.900,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,1.023831,0.000000,0.352956,0.900000,3.52956227,1.827785,0.500000,9,0.431086,0.303449,,,83.856713,113.805556,0.736842,0.000000
20,2.000,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,0.975065,0.000000,0.047631,1.000000,0.47631181,1.827785,0.000000,9,0.431086,0.303449,,,68.916136,113.805556,0.605560,0.000000
21,2.100,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,1.027101,0.000000,0.425348,0.900000,4.25347513,1.827785,0.500000,9,0.292442,-0.562739,,,121.418464,146.305556,0.829896,0.000000
22,2.200,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,0.955386,0.000000,0.069823,1.000000,0.69823326,1.827785,0.000000,9,0.292442,-0.562739,,,94.761444,146.305556,0.647695,0.000000
23,2.300,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,1.032738,0.000000,0.074901,1.000000,0.74900642,1.827785,0.000000,9,0.292442,-0.562739,,,103.944414,146.305556,0.710461,0.000000
24,2.400,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,0.973197,0.000000,0.057653,1.000000,0.57653477,1.827785,0.000000,9,0.292442,-0.562739,,,93.757348,146.305556,0.640832,0.000000
25,2.500,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,1.045439,0.000000,0.069101,1.000000,0.69101334,1.827785,0.000000,9,0.292442,-0.562739,,,101.075559,146.305556,0.690852,0.000000
26,2.600,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,1.053832,0.000000,0.007965,1.000000,0.07964843,1.827785,0.000000,9,0.292442,-0.562739,,,90.157493,146.305556,0.616227,0.000000
27,2.700,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,1.010776,0.000000,0.040857,1.000000,0.40857082,1.827785,0.000000,9,0.292442,-0.562739,,,95.147122,146.305556,0.650332,0.000000
28,2.800,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,0.981461,0.000000,0.029002,1.000000,0.29002099,1.827785,0.000000,9,0.292442,-0.562739,,,92.613250,146.305556,0.633013,0.000000
29,2.900,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,0.987926,0.000000,0.006544,1.000000,0.06543555,1.827785,0.000000,9,0.292442,-0.562739,,,95.648378,146.305556,0.653758,0.000000
30,3.000,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,1.051203,0.000000,0.060195,1.000000,0.60195101,1.827785,0.000000,9,0.292442,-0.562739,,,95.719752,146.305556,0.654246,0.000000
31,3.100,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,1.031798,0.000000,0.388479,0.933333,3.88478907,1.827785,0.000000,9,0.192071,-1.153022,,,149.179493,198.305556,0.752271,0.000000
32,3.200,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,1.040902,0.000000,0.008747,1.000000,0.08746517,1.827785,0.000000,9,0.192071,-1.153022,,,131.111048,198.305556,0.661157,0.000000
33,3.300,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,1.048595,0.000000,0.007336,1.000000,0.07335825,1.827785,0.000000,9,0.192071,-1.153022,,,135.970316,198.305556,0.685661,0.000000
34,3.400,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,0.994874,0.000000,0.051231,1.000000,0.51230977,1.827785,0.000000,9,0.192071,-1.153022,,,132.645297,198.305556,0.668894,0.000000
35,3.500,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,1.033795,0.100000,0.461689,0.818182,4.61689211,1.827785,0.500000,10,0.476110,0.462632,,,83.882418,110.555556,0.758735,0.000000
36,3.600,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,0.977292,0.000000,0.054656,1.000000,0.54655846,1.827785,0.000000,10,0.476110,0.462632,,,66.628030,110.555556,0.602666,0.000000
37,3.700,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,1.025673,0.000000,0.047170,1.000000,0.47169854,1.827785,0.000000,10,0.476110,0.462632,,,66.694711,110.555556,0.603269,0.000000
38,3.800,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,1.027395,0.000000,0.001676,1.000000,0.01675991,1.827785,0.000000,10,0.476110,0.462632,,,62.631931,110.555556,0.566520,0.000000
39,3.900,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,0.976634,0.100000,0.306043,0.878788,3.06043080,1.827785,0.000000,9,0.431086,0.303449,,,82.122186,113.805556,0.721601,0.000000
40,4.000,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,1.027975,0.000000,0.533558,0.950000,5.33558367,1.827785,0.500000,9,0.344651,-0.533412,,,142.884208,172.305556,0.829249,0.000000
41,4.100,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,1.041198,0.000000,0.434243,0.933333,4.34243002,1.827785,0.500000,9,0.443642,0.263965,,,94.203298,123.555556,0.762437,0.000000
42,4.200,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,1.001702,0.000000,0.037934,1.000000,0.37933602,1.827785,0.000000,9,0.443642,0.263965,,,76.555571,123.555556,0.619604,0.000000
43,4.300,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,1.011956,0.000000,0.010133,1.000000,0.10132834,1.827785,0.000000,9,0.443642,0.263965,,,77.767451,123.555556,0.629413,0.000000
44,4.400,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,1.052202,0.000000,0.038250,1.000000,0.38249841,1.827785,0.000000,9,0.443642,0.263965,,,82.412826,123.555556,0.667010,0.000000
45,4.500,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,1.070787,0.000000,0.450521,0.933333,4.50521465,1.827785,0.500000,9,0.344651,-0.533412,,,134.666347,172.305556,0.781555,0.000000
46,4.600,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,0.995522,0.000000,0.070290,1.000000,0.70289655,1.827785,0.000000,9,0.344651,-0.533412,,,117.579694,172.305556,0.682391,0.000000
47,4.700,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,0.982407,0.000000,0.013174,1.000000,0.13173616,1.827785,0.000000,9,0.344651,-0.533412,,,114.885173,172.305556,0.666753,0.000000
48,4.800,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,1.050158,0.000000,0.064515,1.000000,0.64515273,1.827785,0.000000,9,0.344651,-0.533412,,,123.957198,172.305556,0.719403,0.000000
49,4.900,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,1.029644,0.000000,0.019535,1.000000,0.19534575,1.827785,0.000000,9,0.344651,-0.533412,,,118.571202,172.305556,0.688145,0.000000
50,5.000,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,0.992354,0.000000,0.461068,0.933333,4.61067854,1.827785,0.500000,9,0.443642,0.263965,,,97.681517,123.555556,0.790588,0.000000
51,5.100,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,1.080760,0.000000,0.081800,1.000000,0.81800097,1.827785,0.000000,9,0.443642,0.263965,,,82.052492,123.555556,0.664094,0.000000
52,5.200,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,1.007197,0.000000,0.068067,1.000000,0.68066673,1.827785,0.000000,9,0.443642,0.263965,,,78.729397,123.555556,0.637198,0.000000
53,5.300,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,1.048526,0.000000,0.039417,1.000000,0.39416721,1.827785,0.000000,9,0.443642,0.263965,,,81.976038,123.555556,0.663475,0.000000
54,5.400,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,1.005464,0.000000,0.041069,1.000000,0.41069429,1.827785,0.000000,9,0.443642,0.263965,,,82.364010,123.555556,0.666615,0.000000
55,5.500,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,1.082079,0.000000,0.077798,0.983333,0.77797676,1.827785,0.500000,9,0.431086,0.303449,,,74.424256,113.805556,0.653960,0.000000
56,5.600,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,1.033576,0.000000,0.044824,1.000000,0.44823939,1.827785,0.000000,9,0.431086,0.303449,,,72.737467,113.805556,0.639138,0.000000
57,5.700,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,1.011369,0.000000,0.021486,1.000000,0.21485849,1.827785,0.000000,9,0.431086,0.303449,,,74.655632,113.805556,0.655993,0.000000
58,5.800,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,1.069449,0.000000,0.054308,1.000000,0.54308467,1.827785,0.000000,9,0.431086,0.303449,,,73.977364,113.805556,0.650033,0.000000
59,5.900,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,1.018586,0.000000,0.047560,1.000000,0.47559820,1.827785,0.000000,9,0.431086,0.303449,,,73.828918,113.805556,0.648729,0.000000
60,6.000,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,1.001742,0.000000,0.385216,0.900000,3.85216418,1.827785,0.500000,9,0.292442,-0.562739,,,114.328849,146.305556,0.781439,0.000000
61,6.100,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,1.029069,0.000000,0.026555,1.000000,0.26555165,1.827785,0.000000,9,0.292442,-0.562739,,,95.404206,146.305556,0.652089,0.000000
62,6.200,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,1.082707,0.000000,0.278635,0.933333,2.78635015,1.827785,0.000000,9,0.443642,0.263965,,,91.453237,123.555556,0.740179,0.000000
63,6.300,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,1.003960,0.000000,0.072732,1.000000,0.72731653,1.827785,0.000000,9,0.443642,0.263965,,,81.171728,123.555556,0.656965,0.000000
64,6.400,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,1.069936,0.000000,0.061664,1.000000,0.61663800,1.827785,0.000000,9,0.443642,0.263965,,,79.413477,123.555556,0.642735,0.000000
65,6.500,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,1.036823,0.000000,0.030948,1.000000,0.30948020,1.827785,0.000000,9,0.443642,0.263965,,,75.174982,123.555556,0.608431,0.000000
66,6.600,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,1.084029,0.000000,0.043547,1.000000,0.43546804,1.827785,0.000000,9,0.443642,0.263965,,,78.373589,123.555556,0.634319,0.000000
67,6.700,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,1.039183,0.000000,0.041370,1.000000,0.41369712,1.827785,0.000000,9,0.443642,0.263965,,,81.809013,123.555556,0.662123,0.000000
68,6.800,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,1.025760,0.000000,0.012918,1.000000,0.12917674,1.827785,0.000000,9,0.443642,0.263965,,,79.434827,123.555556,0.642908,0.000000
69,6.900,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,1.064500,0.000000,0.036393,1.000000,0.36393110,1.827785,0.000000,9,0.443642,0.263965,,,79.521393,123.555556,0.643608,0.000000
70,7.000,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,1.044808,0.000000,0.018499,1.000000,0.18498545,1.827785,0.000000,9,0.443642,0.263965,,,77.567687,123.555556,0.627796,0.000000
71,7.100,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,0.996758,0.000000,0.045989,1.000000,0.45989334,1.827785,0.000000,9,0.443642,0.263965,,,79.511235,123.555556,0.643526,0.000000
72,7.200,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,1.069675,0.100000,0.516248,0.127273,5.16248353,1.827785,0.800000,10,0.372545,0.421327,,,83.680174,100.805556,0.830115,0.000000
73,7.300,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,1.070568,0.000000,0.000834,1.000000,0.00833659,1.827785,0.000000,10,0.372545,0.421327,,,53.851239,100.805556,0.534209,0.000000
74,7.400,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,1.077736,0.100000,0.484003,0.103030,4.84002712,1.827785,0.800000,9,0.431086,0.303449,,,90.275539,113.805556,0.793244,0.000000
75,7.500,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,1.080860,0.000000,0.002890,1.000000,0.02890130,1.827785,0.000000,9,0.431086,0.303449,,,67.875601,113.805556,0.596417,0.000000
76,7.600,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,1.036947,0.000000,0.040628,1.000000,0.40627725,1.827785,0.000000,9,0.431086,0.303449,,,72.352738,113.805556,0.635758,0.000000
77,7.700,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,1.008946,0.100000,0.255951,0.878788,2.55951178,1.827785,0.000000,10,0.476110,0.462632,,,71.397013,110.555556,0.645802,0.000000
78,7.800,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,1.070780,0.000000,0.057747,1.000000,0.57746568,1.827785,0.000000,10,0.476110,0.462632,,,66.303065,110.555556,0.599726,0.000000
79,7.900,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,1.046886,0.000000,0.022315,1.000000,0.22315247,1.827785,0.000000,10,0.476110,0.462632,,,65.404857,110.555556,0.591602,0.000000
