step,time_s,source,destination,weight
0,0.0,cartservice,redis-cart,15.078893
0,0.0,frontend,adservice,28.798931
0,0.0,frontend,cartservice,15.320820
0,0.0,frontend,currencyservice,59.596438
0,0.0,frontend,productcatalogservice,85.849594
0,0.0,frontend,recommendationservice,47.691038
0,0.0,recommendationservice,productcatalogservice,63.588051
1,1.0,cartservice,redis-cart,14.954575
1,1.0,frontend,adservice,28.727295
1,1.0,frontend,cartservice,15.165383
1,1.0,frontend,currencyservice,59.507600
1,1.0,frontend,productcatalogservice,85.606057
1,1.0,frontend,recommendationservice,47.553173
1,1.0,recommendationservice,productcatalogservice,63.404230
2,2.0,cartservice,redis-cart,14.834155
2,2.0,frontend,adservice,28.658285
2,2.0,frontend,cartservice,15.013689
2,2.0,frontend,currencyservice,59.424964
2,2.0,frontend,productcatalogservice,85.370559
2,2.0,frontend,recommendationservice,47.419558
2,2.0,recommendationservice,productcatalogservice,63.226077
3,3.0,cartservice,redis-cart,14.636519
3,3.0,frontend,adservice,28.434368
3,3.0,frontend,cartservice,14.783797
3,3.0,frontend,currencyservice,59.021554
3,3.0,frontend,productcatalogservice,84.673975
3,3.0,frontend,recommendationservice,47.029632
3,3.0,recommendationservice,productcatalogservice,62.706177
4,4.0,cartservice,redis-cart,15.085727
4,4.0,frontend,adservice,29.467327
4,4.0,frontend,cartservice,15.206040
4,4.0,frontend,currencyservice,61.229891
4,4.0,frontend,productcatalogservice,87.719437
4,4.0,frontend,recommendationservice,48.717792
4,4.0,recommendationservice,productcatalogservice,64.957057
5,5.0,cartservice,redis-cart,13.983638
5,5.0,frontend,adservice,27.460747
5,5.0,frontend,cartservice,14.065324
5,5.0,frontend,currencyservice,57.121311
5,5.0,frontend,productcatalogservice,81.717757
5,5.0,frontend,recommendationservice,45.381222
5,5.0,recommendationservice,productcatalogservice,60.508296
6,6.0,cartservice,redis-cart,14.178278
6,6.0,frontend,adservice,27.988587
6,6.0,frontend,cartservice,14.230185
6,6.0,frontend,currencyservice,58.282384
6,6.0,frontend,productcatalogservice,83.259605
6,6.0,frontend,recommendationservice,46.233832
6,6.0,recommendationservice,productcatalogservice,61.645110
7,7.0,cartservice,redis-cart,14.590755
7,7.0,frontend,adservice,28.949880
7,7.0,frontend,cartservice,14.611675
7,7.0,frontend,currencyservice,60.350531
7,7.0,frontend,productcatalogservice,86.089403
7,7.0,frontend,recommendationservice,47.801206
7,7.0,recommendationservice,productcatalogservice,63.734942
8,8.0,cartservice,redis-cart,13.892996
8,8.0,frontend,adservice,27.702646
8,8.0,frontend,cartservice,13.881326
8,8.0,frontend,currencyservice,57.815075
8,8.0,frontend,productcatalogservice,82.351973
8,8.0,frontend,recommendationservice,45.721932
8,8.0,recommendationservice,productcatalogservice,60.962575
9,9.0,cartservice,redis-cart,14.558122
9,9.0,frontend,adservice,29.169592
9,9.0,frontend,cartservice,14.512112
9,9.0,frontend,currencyservice,60.945735
9,9.0,frontend,productcatalogservice,86.682863
9,9.0,frontend,recommendationservice,48.121922
9,9.0,recommendationservice,productcatalogservice,64.162563
10,10.0,cartservice,redis-cart,14.110735
10,10.0,frontend,adservice,28.406402
10,10.0,frontend,cartservice,14.032742
10,10.0,frontend,currencyservice,59.419629
10,10.0,frontend,productcatalogservice,84.385831
10,10.0,frontend,recommendationservice,46.842078
10,10.0,recommendationservice,productcatalogservice,62.456104
11,11.0,cartservice,redis-cart,14.761520
11,11.0,frontend,adservice,29.852433
11,11.0,frontend,cartservice,14.644313
11,11.0,frontend,currencyservice,62.517539
11,11.0,frontend,productcatalogservice,88.651019
11,11.0,frontend,recommendationservice,49.204517
11,11.0,recommendationservice,productcatalogservice,65.606022
12,12.0,cartservice,redis-cart,13.897078
12,12.0,frontend,adservice,28.228847
12,12.0,frontend,cartservice,13.752566
12,12.0,frontend,currencyservice,59.187698
12,12.0,frontend,productcatalogservice,83.800792
12,12.0,frontend,recommendationservice,46.507358
12,12.0,recommendationservice,productcatalogservice,62.009811
13,13.0,cartservice,redis-cart,14.670114
13,13.0,frontend,adservice,29.926888
13,13.0,frontend,cartservice,14.480825
13,13.0,frontend,currencyservice,62.823747
13,13.0,frontend,productcatalogservice,88.811216
13,13.0,frontend,recommendationservice,49.282343
13,13.0,recommendationservice,productcatalogservice,65.709790
14,14.0,cartservice,redis-cart,14.764732
14,14.0,frontend,adservice,30.244613
14,14.0,frontend,cartservice,14.536581
14,14.0,frontend,currencyservice,63.568522
14,14.0,frontend,productcatalogservice,89.723428
14,14.0,frontend,recommendationservice,49.782535
14,14.0,recommendationservice,productcatalogservice,66.376713
15,15.0,cartservice,redis-cart,13.794851
15,15.0,frontend,adservice,28.370586
15,15.0,frontend,cartservice,13.545905
15,15.0,frontend,currencyservice,59.703818
15,15.0,frontend,productcatalogservice,84.135251
